675,1556
681,6802
634,9811
577,3134
625,3157
148,8008
147,4266
154,1624
153,326
155,5834
156,8127
155,9372
155,8256
145,8578
147,9721
54,50249
40,67516
50,00973
42,92011
42,91916
54,15726
68,72082
46,49162
57,07741
45,62092
58,8026
67,11483
67,75379
62,85763
52,35004
11,23905
11,42883
18,63003
10,32925
13,30376
14,68182
12,48074
15,00988
24,5409
11,2505
14,21642
15,67268
10,97202
18,26859
11,10077
14,02473
15,43522
10,99777
22,51339
14,3013
