534,6799
527,3771
528,2421
528,9698
534,4028
146,2846
147,438
143,2266
131,3953
142,7593
133,174
146,1153
145,8988
147,6269
132,9622
32,14455
37,76836
42,8772
39,77871
35,1553
31,91185
36,59058
41,33987
37,92095
33,19168
32,52316
36,63063
43,7088
37,9343
34,11674
7,486343
10,86903
6,944656
10,14519
6,712914
10,19287
7,43103
7,203102
18,61858
7,033348
10,5257
7,419586
10,55622
7,390976
10,55336
7,422447
7,287979
17,74883
6,789207
9,667397
